Product Name,Set,Card Number,Rarity,Variance,Grade,Card Condition,Quantity,Series,File Name
Kingdra ,Astral Radiance Trainer Gallery,tg03,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Kingdra 
Kleavor ,Astral Radiance Trainer Gallery,tg08,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Kleavor 
Mightyena ,Astral Radiance Trainer Gallery,tg09,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Mightyena 
Shadow Rider Calyrex VMAX (Secret) ,Astral Radiance Trainer Gallery,tg30,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Shadow_Rider_Calyrex_VMAX_sec
Dewgong ,Base Set (1st Edition & Shadowless),25,Uncommon,Shadowless,Ungraded,Near Mint,1,Wizards of the coast,Dewgong 
Dratini ,Base Set (1st Edition & Shadowless),26,Uncommon,Shadowless,Ungraded,Near Mint,1,Wizards of the coast,Dratini 
Haunter ,Base Set (1st Edition & Shadowless),29,Uncommon,Shadowless,Ungraded,Near Mint,1,Wizards of the coast,Haunter 
Metapod ,Base Set (1st Edition & Shadowless),54,Common,Shadowless,Ungraded,Near Mint,1,Wizards of the coast,Metapod 
Rattata ,Base Set (1st Edition & Shadowless),61,Common,Shadowless,Ungraded,Near Mint,1,Wizards of the coast,Rattata 
Clefairy ,Base Set (Unlimited),5,Holo Rare,Holofoil,Ungraded,Near Mint,1,Wizards of the coast,Clefairy 
Gyarados ,Base Set (Unlimited),6,Holo Rare,Holofoil,Ungraded,Near Mint,1,Wizards of the coast,Gyarados 
Magneton ,Base Set (Unlimited),9,Holo Rare,Holofoil,Ungraded,Near Mint,1,Wizards of the coast,Magneton 
Mewtwo ,Base Set (Unlimited),10,Holo Rare,Holofoil,Ungraded,Near Mint,1,Wizards of the coast,Mewtwo 
Nidoking ,Base Set (Unlimited),11,Holo Rare,Holofoil,Ungraded,Near Mint,1,Wizards of the coast,Nidoking 
Ninetales ,Base Set (Unlimited),12,Holo Rare,Holofoil,Ungraded,Near Mint,1,Wizards of the coast,Ninetales 
Zapdos ,Base Set (Unlimited),16,Holo Rare,Holofoil,Ungraded,Near Mint,1,Wizards of the coast,Zapdos 
Abra ,Base Set (Unlimited),43,Common,Normal,Ungraded,Near Mint,7,Wizards of the coast,Abra 
Arcanine ,Base Set (Unlimited),23,Uncommon,Normal,Ungraded,Near Mint,3,Wizards of the coast,Arcanine 
Bill ,Base Set (Unlimited),91,Common,Normal,Ungraded,Near Mint,7,Wizards of the coast,Bill 
Caterpie ,Base Set (Unlimited),45,Common,Normal,Ungraded,Near Mint,4,Wizards of the coast,Caterpie 
Charmander ,Base Set (Unlimited),46,Common,Normal,Ungraded,Near Mint,9,Wizards of the coast,Charmander 
Charmeleon ,Base Set (Unlimited),24,Uncommon,Normal,Ungraded,Near Mint,4,Wizards of the coast,Charmeleon 
Clefairy Doll ,Base Set (Unlimited),70,Rare,Normal,Ungraded,Near Mint,1,Wizards of the coast,Clefairy Doll 
Computer Search ,Base Set (Unlimited),71,Rare,Normal,Ungraded,Near Mint,1,Wizards of the coast,Computer Search 
Defender ,Base Set (Unlimited),80,Uncommon,Normal,Ungraded,Near Mint,2,Wizards of the coast,Defender 
Diglett ,Base Set (Unlimited),47,Common,Normal,Ungraded,Near Mint,4,Wizards of the coast,Diglett 
Doduo ,Base Set (Unlimited),48,Common,Normal,Ungraded,Near Mint,2,Wizards of the coast,Doduo 
Dratini ,Base Set (Unlimited),26,Uncommon,Normal,Ungraded,Near Mint,2,Wizards of the coast,Dratini 
Drowzee ,Base Set (Unlimited),49,Common,Normal,Ungraded,Near Mint,3,Wizards of the coast,Drowzee 
Electrode ,Base Set (Unlimited),21,Rare,Normal,Ungraded,Near Mint,2,Wizards of the coast,Electrode 
Energy Removal ,Base Set (Unlimited),92,Common,Normal,Ungraded,Near Mint,6,Wizards of the coast,Energy Removal 
Energy Retrieval ,Base Set (Unlimited),81,Uncommon,Normal,Ungraded,Near Mint,5,Wizards of the coast,Energy Retrieval 
Fighting Energy ,Base Set (Unlimited),97,Common,Normal,Ungraded,Near Mint,16,Wizards of the coast,Fighting Energy 
Fire Energy ,Base Set (Unlimited),98,Common,Normal,Ungraded,Near Mint,35,Wizards of the coast,Fire Energy 
Full Heal ,Base Set (Unlimited),82,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,Full Heal 
Gastly ,Base Set (Unlimited),50,Common,Normal,Ungraded,Near Mint,6,Wizards of the coast,Gastly 
Grass Energy ,Base Set (Unlimited),99,Common,Normal,Ungraded,Near Mint,31,Wizards of the coast,Grass Energy 
Growlithe ,Base Set (Unlimited),28,Uncommon,Normal,Ungraded,Near Mint,3,Wizards of the coast,Growlithe 
Gust of Wind ,Base Set (Unlimited),93,Common,Normal,Ungraded,Near Mint,6,Wizards of the coast,Gust of Wind 
Haunter ,Base Set (Unlimited),29,Uncommon,Normal,Ungraded,Near Mint,3,Wizards of the coast,Haunter 
Item Finder ,Base Set (Unlimited),74,Rare,Normal,Ungraded,Near Mint,1,Wizards of the coast,Item Finder 
Jynx ,Base Set (Unlimited),31,Uncommon,Normal,Ungraded,Near Mint,3,Wizards of the coast,Jynx 
Kadabra ,Base Set (Unlimited),32,Uncommon,Normal,Ungraded,Near Mint,3,Wizards of the coast,Kadabra 
Kakuna ,Base Set (Unlimited),33,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,Kakuna 
Lass ,Base Set (Unlimited),75,Rare,Normal,Ungraded,Near Mint,2,Wizards of the coast,Lass 
Lightning Energy ,Base Set (Unlimited),100,Common,Normal,Ungraded,Near Mint,16,Wizards of the coast,Lightning Energy 
Machoke ,Base Set (Unlimited),34,Uncommon,Normal,Ungraded,Near Mint,4,Wizards of the coast,Machoke 
Machop ,Base Set (Unlimited),52,Common,Normal,Ungraded,Near Mint,6,Wizards of the coast,Machop 
Magikarp ,Base Set (Unlimited),35,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,Magikarp 
Magmar ,Base Set (Unlimited),36,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,Magmar 
Magnemite ,Base Set (Unlimited),53,Common,Normal,Ungraded,Near Mint,4,Wizards of the coast,Magnemite 
Metapod ,Base Set (Unlimited),54,Common,Normal,Ungraded,Near Mint,2,Wizards of the coast,Metapod 
Nidoran M ,Base Set (Unlimited),55,Common,Normal,Ungraded,Near Mint,4,Wizards of the coast,Nidoran M 
Nidorino ,Base Set (Unlimited),37,Uncommon,Normal,Ungraded,Near Mint,3,Wizards of the coast,Nidorino 
Onix ,Base Set (Unlimited),56,Common,Normal,Ungraded,Near Mint,1,Wizards of the coast,Onix 
Pidgey ,Base Set (Unlimited),57,Common,Normal,Ungraded,Near Mint,1,Wizards of the coast,Pidgey 
Pikachu ,Base Set (Unlimited),58,Common,Normal,Ungraded,Near Mint,5,Wizards of the coast,Pikachu 
PlusPower ,Base Set (Unlimited),84,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,PlusPower 
Pokedex ,Base Set (Unlimited),87,Uncommon,Normal,Ungraded,Near Mint,2,Wizards of the coast,Pokedex 
Pokemon Center ,Base Set (Unlimited),85,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,Pokemon Center 
Pokemon Flute ,Base Set (Unlimited),86,Uncommon,Normal,Ungraded,Near Mint,2,Wizards of the coast,Pokemon Flute 
Poliwag ,Base Set (Unlimited),59,Common,Normal,Ungraded,Near Mint,1,Wizards of the coast,Poliwag 
Poliwhirl ,Base Set (Unlimited),38,Uncommon,Normal,Ungraded,Near Mint,2,Wizards of the coast,Poliwhirl 
Ponyta ,Base Set (Unlimited),60,Common,Normal,Ungraded,Near Mint,5,Wizards of the coast,Ponyta 
Porygon ,Base Set (Unlimited),39,Uncommon,Normal,Ungraded,Near Mint,3,Wizards of the coast,Porygon 
Potion ,Base Set (Unlimited),94,Common,Normal,Ungraded,Near Mint,10,Wizards of the coast,Potion 
Professor Oak ,Base Set (Unlimited),88,Uncommon,Normal,Ungraded,Near Mint,4,Wizards of the coast,Professor Oak 
Psychic Energy ,Base Set (Unlimited),101,Common,Normal,Ungraded,Near Mint,31,Wizards of the coast,Psychic Energy 
Rattata ,Base Set (Unlimited),61,Common,Normal,Ungraded,Near Mint,7,Wizards of the coast,Rattata 
Revive ,Base Set (Unlimited),89,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,Revive 
Sandshrew ,Base Set (Unlimited),62,Common,Normal,Ungraded,Near Mint,1,Wizards of the coast,Sandshrew 
Seel ,Base Set (Unlimited),41,Uncommon,Normal,Ungraded,Near Mint,1,Wizards of the coast,Seel 
Squirtle ,Base Set (Unlimited),63,Common,Normal,Ungraded,Near Mint,3,Wizards of the coast,Squirtle 
Starmie ,Base Set (Unlimited),64,Common,Normal,Ungraded,Near Mint,2,Wizards of the coast,Starmie 
Super Potion ,Base Set (Unlimited),90,Uncommon,Normal,Ungraded,Near Mint,2,Wizards of the coast,Super Potion 
Switch ,Base Set (Unlimited),95,Common,Normal,Ungraded,Near Mint,7,Wizards of the coast,Switch 
Tangela ,Base Set (Unlimited),66,Common,Normal,Ungraded,Near Mint,4,Wizards of the coast,Tangela 
Vulpix ,Base Set (Unlimited),68,Common,Normal,Ungraded,Near Mint,1,Wizards of the coast,Vulpix 
Water Energy ,Base Set (Unlimited),102,Common,Normal,Ungraded,Near Mint,9,Wizards of the coast,Water Energy 
Weedle ,Base Set (Unlimited),69,Common,Normal,Ungraded,Near Mint,3,Wizards of the coast,Weedle 
Mewtwo GX (Mewtwo Stamped) ,Battle Academy,31,Promo,Holofoil,Ungraded,Near Mint,1,Miscellaneous ,Mewtwo_GX_stamped
Aegislash (107),Battle Styles,107,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Aegislash_107
Bronzong ,Battle Styles,102,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Bronzong 
Coalossal ,Battle Styles,80,Holo Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Coalossal 
Crobat ,Battle Styles,91,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Crobat 
Exp. Share (Secret) ,Battle Styles,180,Secret Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Exp_share_sec
Kingdra ,Battle Styles,33,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Kingdra 
Meowstic ,Battle Styles,61,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Meowstic 
Necrozma V ,Battle Styles,63,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Necrozma V 
Sandaconda ,Battle Styles,82,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Sandaconda 
Steelix ,Battle Styles,99,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Steelix 
Tapu Bulu ,Battle Styles,16,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Tapu Bulu 
Tapu Koko V ,Battle Styles,50,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Tapu Koko V 
Tyranitar V ,Battle Styles,97,Ultra Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Tyranitar V 
Victini V ,Battle Styles,21,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Victini V 
Aegislash 108,Battle Styles,1008,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Aegislash_108
Baltoy ,Battle Styles,57,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Baltoy 
Bellsprout ,Battle Styles,1,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Bellsprout 
Bisharp ,Battle Styles,104,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Bisharp 
Blipbug ,Battle Styles,17,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Blipbug 
Boltund ,Battle Styles,53,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Boltund 
Bouffalant ,Battle Styles,118,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Bouffalant 
Bronzor ,Battle Styles,101,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Bronzor 
Bruno ,Battle Styles,121,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Bruno 
Bruxish ,Battle Styles,43,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Bruxish 
Cacnea ,Battle Styles,4,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Cacnea 
Cacturne ,Battle Styles,5,Uncommon,Normal,Ungraded,Near Mint,8,Sword and shield,Cacturne 
Camping Gear ,Battle Styles,122,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Camping Gear 
Carkol ,Battle Styles,79,Uncommon,Normal,Ungraded,Near Mint,8,Sword and shield,Carkol 
Carnivine ,Battle Styles,9,Uncommon,Normal,Ungraded,Near Mint,1,Sword and shield,Carnivine 
Centiskorch ,Battle Styles,30,Rare,Normal,Ungraded,Near Mint,4,Sword and shield,Centiskorch 
Cherubi ,Battle Styles,7,Common,Normal,Ungraded,Near Mint,14,Sword and shield,Cherubi 
Cheryl ,Battle Styles,123,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Cheryl 
Chimecho ,Battle Styles,59,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Chimecho 
Claydol ,Battle Styles,58,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Claydol 
Conkeldurr ,Battle Styles,75,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Conkeldurr 
Corphish ,Battle Styles,38,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Corphish 
Crawdaunt ,Battle Styles,39,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Crawdaunt 
Cubone ,Battle Styles,69,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Cubone 
Dottler ,Battle Styles,64,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Dottler 
Doublade ,Battle Styles,106,Uncommon,Normal,Ungraded,Near Mint,8,Sword and shield,Doublade 
Drampa ,Battle Styles,119,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Drampa 
Durant ,Battle Styles,10,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Durant 
Electabuzz ,Battle Styles,44,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Electabuzz 
Electivire ,Battle Styles,45,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Electivire 
Energy Recycler ,Battle Styles,124,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Energy Recycler 
Escape Rope ,Battle Styles,125,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Escape Rope 
Espurr ,Battle Styles,60,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Espurr 
Exp. Share ,Battle Styles,126,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Exp Share 
Fan of Waves ,Battle Styles,127,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Fan of Waves 
Fearow ,Battle Styles,112,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Fearow 
Fomantis ,Battle Styles,14,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Fomantis 
Frillish ,Battle Styles,41,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Frillish 
Galarian Mr. Mime ,Battle Styles,34,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Galarian Mr. Mime 
Galarian Mr. Rime ,Battle Styles,35,Rare,Normal,Ungraded,Near Mint,4,Sword and shield,Galarian Mr. Rime 
Galarian Slowbro ,Battle Styles,92,Rare,Normal,Ungraded,Near Mint,4,Sword and shield,Galarian Slowbro 
Galarian Slowpoke ,Battle Styles,54,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Galarian Slowpoke 
Glameow ,Battle Styles,115,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Glameow 
Gligar ,Battle Styles,71,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Gligar 
Gliscor ,Battle Styles,72,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Gliscor 
Golbat ,Battle Styles,90,Uncommon,Normal,Ungraded,Near Mint,1,Sword and shield,Golbat 
Grumpig ,Battle Styles,56,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Grumpig 
Gurdurr ,Battle Styles,74,Uncommon,Normal,Ungraded,Near Mint,1,Sword and shield,Gurdurr 
Heatmor ,Battle Styles,26,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Heatmor 
Honchkrow ,Battle Styles,94,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Honchkrow 
Honedge ,Battle Styles,105,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Honedge 
Horsea ,Battle Styles,31,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Horsea 
Houndour ,Battle Styles,95,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Houndour 
Indeedee ,Battle Styles,120,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Indeedee 
Korrina's Focus ,Battle Styles,128,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Korrinas Focus 
Level Ball ,Battle Styles,129,Uncommon,Normal,Ungraded,Near Mint,9,Sword and shield,Level Ball 
Lickilicky ,Battle Styles,114,Rare,Normal,Ungraded,Near Mint,4,Sword and shield,Lickilicky 
Lickitung ,Battle Styles,113,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Lickitung 
Lurantis ,Battle Styles,15,Rare,Normal,Ungraded,Near Mint,4,Sword and shield,Lurantis 
Luxio ,Battle Styles,47,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Luxio 
Mankey ,Battle Styles,66,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Mankey 
Marowak ,Battle Styles,70,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Marowak 
Mawile ,Battle Styles,100,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Mawile 
Mienfoo ,Battle Styles,76,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Mienfoo 
Mienshao ,Battle Styles,77,Rare,Normal,Ungraded,Near Mint,4,Sword and shield,Mienshao 
Morpeko ,Battle Styles,98,Uncommon,Normal,Ungraded,Near Mint,8,Sword and shield,Morpeko 
Murkrow ,Battle Styles,93,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Murkrow 
Onix ,Battle Styles,68,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Onix 
Pachirisu ,Battle Styles,49,Common,Normal,Ungraded,Near Mint,13,Sword and shield,Pachirisu 
Pawniard ,Battle Styles,103,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Pawniard 
Phoebe ,Battle Styles,130,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Phoebe 
Pignite ,Battle Styles,24,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Pignite 
Primeape ,Battle Styles,67,Rare,Normal,Ungraded,Near Mint,4,Sword and shield,Primeape 
Purugly ,Battle Styles,116,Uncommon,Normal,Ungraded,Near Mint,1,Sword and shield,Purugly 
Rapid Strike Energy ,Battle Styles,140,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Rapid Strike Energy 
Rapid Strike Scroll of Swirls ,Battle Styles,131,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Rapid Strike Scroll of Swirls 
Rapid Strike Style Mustard ,Battle Styles,132,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Rapid Strike Style Mustard 
Remoraid ,Battle Styles,36,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Remoraid 
Rolycoly ,Battle Styles,78,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Rolycoly 
Salandit ,Battle Styles,27,Common,Normal,Ungraded,Near Mint,4,Sword and shield,Salandit 
Scatterbug ,Battle Styles,11,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Scatterbug 
Seadra ,Battle Styles,32,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Seadra 
Shinx ,Battle Styles,46,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Shinx 
Silicobra ,Battle Styles,81,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Silicobra 
Single Strike Energy ,Battle Styles,141,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Single Strike Energy 
Single Strike Scroll of Scorn ,Battle Styles,133,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Single Strike Scroll of Scorn 
Single Strike Style Mustard ,Battle Styles,134,Uncommon,Normal,Ungraded,Near Mint,1,Sword and shield,Single Strike Style Mustard 
Sizzlipede ,Battle Styles,29,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Sizzlipede 
Sordward & Shielbert ,Battle Styles,135,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Sordward and Shielbert 
Spearow ,Battle Styles,111,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Spearow 
Spewpa ,Battle Styles,12,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Spewpa 
Spoink ,Battle Styles,55,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Spoink 
Stonjourner ,Battle Styles,84,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Stonjourner 
Tepig ,Battle Styles,23,Common,Normal,Ungraded,Near Mint,15,Sword and shield,Tepig 
Timburr ,Battle Styles,73,Common,Normal,Ungraded,Near Mint,13,Sword and shield,Timburr 
Tool Jammer ,Battle Styles,136,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Tool Jammer 
Tower of Darkness ,Battle Styles,137,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Tower of Darkness 
Tower of Waters ,Battle Styles,138,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Tower of Waters 
Urn of Vitality ,Battle Styles,139,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Urn of Vitality 
Victreebel ,Battle Styles,3,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Victreebel 
Vivillon ,Battle Styles,13,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Vivillon 
Weepinbell ,Battle Styles,2,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Weepinbell 
Yamper ,Battle Styles,52,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Yamper 
Zubat ,Battle Styles,89,Common,Normal,Ungraded,Near Mint,3,Sword and shield,Zubat 
Baltoy ,Battle Styles,57,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Baltoy 
Bellsprout ,Battle Styles,1,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Bellsprout 
Boltund ,Battle Styles,53,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Boltund 
Bouffalant ,Battle Styles,118,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Bouffalant 
Bronzor ,Battle Styles,101,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Bronzor 
Bruno ,Battle Styles,121,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Bruno 
Bruxish ,Battle Styles,43,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Bruxish 
Cacturne ,Battle Styles,5,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Cacturne 
Camping Gear ,Battle Styles,122,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Camping Gear 
Carnivine ,Battle Styles,9,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Carnivine 
Cheryl ,Battle Styles,123,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Cheryl 
Coalossal ,Battle Styles,80,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Coalossal 
Corphish ,Battle Styles,38,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Corphish 
Crawdaunt ,Battle Styles,39,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Crawdaunt 
